02200000,AUTO540205,64
02200000,INFT430605,20
02200000,COMP460805,92
02200000,COMP462105,41
02200000,COMP462305,56
02200000,AUTO402127,43
02200000,SOFT420811,24
02200000,GNED100827,70
02000001,ITDE514105,91
02000001,COMP250405,95
02000001,SOFT500527,54
02000001,COMP250505,46
02000001,INFT430105,41
02200002,INFT400705,55
02200002,COMP550305,94
02200002,COMP550605,67
02200002,GNED100627,26
02200002,INFT533905,98
02200002,COMP200327,0
02200002,COMP300627,88
02200002,INFT534105,67
02200002,AUTO400427,46
02000003,EELC511105,73
02000003,EELC422205,74
02000003,SOFT510911,95
02200004,COMP550305,96
02200004,EELC511105,14
02200004,COMP251205,94
02200004,COMP350405,97
02000005,CORE102500,92
02000005,COMP251105,86
02000005,COMP250505,94
02000005,MATH230405,90
02000005,GNED100127,70
02000005,COMP550705,83
02000005,EELC513205,40
02000005,AUTO542705,33
02200006,AUTO540205,69
02200006,SOFT500527,100
02000007,INFT530105,91
02000007,EELC400227,94
02000007,COMP450305,57
02000007,AUTO401327,74
02000007,COMP200853,38
02000007,COMP251205,50
02000007,EELC421905,37
02000007,INFT400705,31
02000007,AUTO401027,17
02200008,INFT530105,62
02200008,INFT533805,67
02200008,INFT430905,41
02200008,CORE100405,64
02200008,EELC513205,46
02000009,EELC422205,64
02000009,COMP000105,60
02000009,COMP460705,66
02000009,EELC520805,64
02000009,COMP451105,96
02200010,INFT534005,57
02200010,EELC520805,93
02200010,EELC422205,74
02200010,AUTO543605,36
02200010,AUTO440805,63
02200010,COMP550305,42
02200010,EELC530405,78
02000011,AUTO540105,92
02000011,COMP300205,99
02000011,AUTO401027,70
02000011,COMP561705,73
02000011,INFT533705,58
02000011,EELC420405,51
02200012,MATH200327,88
02200012,EELC530905,50
02200012,COMP500127,14
02200012,EELC421905,100
02200012,AUTO540205,71
02200012,COMP400527,76
02200012,EELC530405,78
02200012,GNED100827,20
02000013,COMP560105,97
02000013,COMP461505,93
02000013,COMP460805,30
02000013,COMP300727,54
02200014,CORE100405,89
02200014,COMP400327,80
02200014,MATH200327,62
02200014,ITDE514105,87
02200014,EELC300505,95
02200014,AUTO401327,65
02200014,COMP251205,100
02200014,COMP201553,88
02000015,EELC521305,91
02000015,INFT400705,59
02000015,COMP251105,51
02000015,EELC200105,95
02200016,AUTO540205,96
02200016,AUTO545805,14
02200016,COMP400327,89
02200016,AUTO400727,89
02200016,INFT533805,48
02200016,AUTO543305,31
02200016,AUTO545005,20
02000017,INFT533605,90
02000017,INFT300127,58
02000017,INFT300205,76
02000017,COMP461405,10
02000017,MATH200327,64
02000017,AUTO545705,50
02000017,COMP200853,90
02000017,INFT534305,44
02000017,COMP550305,83
02200018,AUTO545805,98
02200018,INFT533605,85
02000019,SCTR530105,85
02000019,EELC531005,93
02000019,COMP462105,40
02000019,COMP300205,59
02200020,COMP251005,94
02200020,CORE100127,82
02200020,COMP000105,91
02000021,COMP460805,89
02000021,EELC400105,66
02200022,COMP200853,65
02000023,INFT300105,55
02000023,EELC300227,75
02000023,AUTO501227,44
02000023,CORE100105,40
02000023,COMP250505,75
02000023,AUTO545605,30
02000023,COMP350405,46
02000023,EELC000227,86
02000023,COMP400527,79
02200024,GNED100627,28
02200024,AUTO200127,30
02000025,EELC512105,26
02000025,SOFT510911,94
02000025,GNED100527,79
02000025,INFT533805,30
02000025,ITDE514305,72
02000025,AUTO543005,33
02000025,COMP562205,52
02200026,EELC511305,72
02200026,AUTO543005,66
02200026,EELC422405,92
02200026,SCTR400205,73
02200026,COMP250605,44
02000027,EELC530405,84
02000027,AUTO540605,66
02000027,INFT530105,38
02000027,COMP461405,40
02000027,SOFT510911,68
02000027,EELC522005,78
02000027,INFT431105,55
02000027,EELC200227,43
02200028,EELC421905,59
02200028,COMP450305,37
02200028,AUTO543605,76
02200028,SOFT500527,76
02200028,AUTO500427,66
02200028,INFT534205,99
02200028,EELC522005,99
02200028,AUTO441905,86
02000029,AUTO542705,48
02000029,COMP560805,76
02000029,COMP250105,83
02000029,EELC530405,67
02000029,COMP200853,28
02000029,SOFT420311,80
02000029,INFT431005,72
02000029,COMP560105,92
02000029,AUTO501127,78
02200030,SOFT300127,67
02200030,ELEC300227,17
02200030,SOFT511111,84
02200030,SOFT420311,28
02200030,INFT431105,98
02200030,EELC422305,92
02200030,EELC513305,89
02200030,EELC420805,17
02000031,JZSJ300111,17
02000031,COMP561805,66
02000031,AUTO545505,14
02000031,COMP201853,95
02000031,COMP462105,72
02000031,AUTO542705,34
02000031,COMP461405,94
02000031,SOFT500427,85
02200032,EELC513305,75
02000033,AUTO545705,17
02200034,EELC513205,24
02200034,COMP300205,24
02200034,GNED100127,64
02200034,COMP250105,90
02000035,COMP350405,78
02000035,INFT533805,95
02000035,AUTO200327,17
02200036,AUTO500427,33
02200036,EELC421505,92
02200036,COMP560805,52
02200036,COMP300927,69
02200036,AUTO545405,37
02000037,AUTO546205,91
02000037,INFT300127,93
02000037,COMP460905,76
02000037,COMP461405,88
02000037,EELC400527,65
02000037,INFT300105,97
02000037,EELC421505,73
02000037,EELC420405,78
02000037,SOFT420911,68
02200038,EELC422105,58
02200038,ELEC300227,31
02200038,AUTO441905,84
02200038,COMP550605,63
02200038,EELC420405,70
02200038,COMP462205,67
02000039,INFT400405,36
02000039,SCTR530105,74
